Year,Year ending,Police Service Area,Local Government Area,Offence Division,Offence Subdivision,Offence Subgroup,Offence Count,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2025,September,Whitehorse,Whitehorse,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer, 166 , 89.5 , 89.5 
2025,September,Whitehorse,Whitehorse,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury, 6 , 3.2 , 3.2 
2025,September,Whitehorse,Whitehorse,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences, 20 , 10.8 , 10.8 
2025,September,Whitehorse,Whitehorse,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order, 737 , 397.3 , 397.3 
2025,September,Whitehorse,Whitehorse,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order, 49 , 26.4 , 26.4 
2025,September,Whitehorse,Whitehorse,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions, 36 , 19.4 , 19.4 
2025,September,Whitehorse,Whitehorse,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders, 5 , 2.7 , 2.7 
2025,September,Whitehorse,Whitehorse,F Other offences,F20 Transport regulation offences,F21 Public transport, 4 , 2.2 , 2.2 
2025,September,Whitehorse,Whitehorse,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences, 2 , 1.1 , 1.1 
2025,September,Whitehorse,Whitehorse,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences, 4 , 2.2 , 2.2 
2025,September,Whitehorse,Whitehorse,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences, 1 , 0.5 , 0.5 
2025,September,Whitehorse,Whitehorse,F Other offences,F90 Miscellaneous offences,F91 Environmental offences, 6 , 3.2 , 3.2 
2025,September,Whitehorse,Whitehorse,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals, 3 , 1.6 , 1.6 
2025,September,Whittlesea,Whittlesea,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences, 8 , 3.1 , 3.1 
2025,September,Whittlesea,Whittlesea,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault, 271 , 103.9 , 103.9 
2025,September,Whittlesea,Whittlesea,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault, 228 , 87.4 , 87.4 
2025,September,Whittlesea,Whittlesea,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer", 89 , 34.1 , 34.1 
2025,September,Whittlesea,Whittlesea,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault, 595 , 228.2 , 228.2 
2025,September,Whittlesea,Whittlesea,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault, 365 , 140.0 , 140.0 
2025,September,Whittlesea,Whittlesea,A Crimes against the person,A30 Sexual offences,A30 Sexual offences, 284 , 108.9 , 108.9 
2025,September,Whittlesea,Whittlesea,A Crimes against the person,A40 Abduction and related offences,A41 Abduction, 12 , 4.6 , 4.6 
2025,September,Whittlesea,Whittlesea,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment, 19 , 7.3 , 7.3 
2025,September,Whittlesea,Whittlesea,A Crimes against the person,A50 Robbery,A51 Aggravated robbery, 97 , 37.2 , 37.2 
2025,September,Whittlesea,Whittlesea,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery, 13 , 5.0 , 5.0 
2025,September,Whittlesea,Whittlesea,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail, 14 , 5.4 , 5.4 
2025,September,Whittlesea,Whittlesea,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion, 8 , 3.1 , 3.1 
2025,September,Whittlesea,Whittlesea,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking, 63 , 24.2 , 24.2 
2025,September,Whittlesea,Whittlesea,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking, 33 , 12.7 , 12.7 
2025,September,Whittlesea,Whittlesea,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance, 116 , 44.5 , 44.5 
2025,September,Whittlesea,Whittlesea,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance, 65 , 24.9 , 24.9 
2025,September,Whittlesea,Whittlesea,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour, 175 , 67.1 , 67.1 
2025,September,Whittlesea,Whittlesea,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour, 95 , 36.4 , 36.4 
2025,September,Whittlesea,Whittlesea,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving, 48 , 18.4 , 18.4 
2025,September,Whittlesea,Whittlesea,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people, 50 , 19.2 , 19.2 
2025,September,Whittlesea,Whittlesea,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people, 77 , 29.5 , 29.5 
2025,September,Whittlesea,Whittlesea,B Property and deception offences,B10 Arson,B11 Cause damage by fire, 103 , 39.5 , 39.5 
2025,September,Whittlesea,Whittlesea,B Property and deception offences,B10 Arson,B12 Cause a bushfire, 5 , 1.9 , 1.9 
2025,September,Whittlesea,Whittlesea,B Property and deception offences,B10 Arson,B19 Other fire related offences, 27 , 10.4 , 10.4 
2025,September,Whittlesea,Whittlesea,B Property and deception offences,B20 Property damage,B21 Criminal damage," 1,267 ", 485.9 , 485.9 
2025,September,Whittlesea,Whittlesea,B Property and deception offences,B20 Property damage,B22 Graffiti, 104 , 39.9 , 39.9 
2025,September,Whittlesea,Whittlesea,B Property and deception offences,B20 Property damage,B29 Other property damage offences, 24 , 9.2 , 9.2 
2025,September,Whittlesea,Whittlesea,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary, 139 , 53.3 , 53.3 
2025,September,Whittlesea,Whittlesea,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary, 3 , 1.2 , 1.2 
2025,September,Whittlesea,Whittlesea,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary, 1 , 0.4 , 0.4 
2025,September,Whittlesea,Whittlesea,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary, 510 , 195.6 , 195.6 
2025,September,Whittlesea,Whittlesea,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary, 504 , 193.3 , 193.3 
2025,September,Whittlesea,Whittlesea,B Property and deception offences,B40 Theft,B41 Motor vehicle theft," 1,092 ", 418.8 , 418.8 
2025,September,Whittlesea,Whittlesea,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle," 2,756 "," 1,057.0 "," 1,057.0 "
2025,September,Whittlesea,Whittlesea,B Property and deception offences,B40 Theft,B43 Steal from a retail store," 1,287 ", 493.6 , 493.6 
2025,September,Whittlesea,Whittlesea,B Property and deception offences,B40 Theft,B44 Theft of a bicycle, 103 , 39.5 , 39.5 
2025,September,Whittlesea,Whittlesea,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods, 664 , 254.7 , 254.7 
2025,September,Whittlesea,Whittlesea,B Property and deception offences,B40 Theft,B46 Fare evasion, 2 , 0.8 , 0.8 
2025,September,Whittlesea,Whittlesea,B Property and deception offences,B40 Theft,B49 Other theft," 2,077 ", 796.6 , 796.6 
2025,September,Whittlesea,Whittlesea,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting, 177 , 67.9 , 67.9 
2025,September,Whittlesea,Whittlesea,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument, 1 , 0.4 , 0.4 
2025,September,Whittlesea,Whittlesea,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception, 848 , 325.2 , 325.2 
2025,September,Whittlesea,Whittlesea,B Property and deception offences,B50 Deception,B54 State false information, 24 , 9.2 , 9.2 
2025,September,Whittlesea,Whittlesea,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation, 3 , 1.2 , 1.2 
2025,September,Whittlesea,Whittlesea,B Property and deception offences,B50 Deception,B59 Other deception offences, 29 , 11.1 , 11.1 
2025,September,Whittlesea,Whittlesea,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing, 1 , 0.4 , 0.4 
2025,September,Whittlesea,Whittlesea,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking, 69 , 26.5 , 26.5 
2025,September,Whittlesea,Whittlesea,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs, 25 , 9.6 , 9.6 
2025,September,Whittlesea,Whittlesea,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor, 59 , 22.6 , 22.6 
2025,September,Whittlesea,Whittlesea,C Drug offences,C30 Drug use and possession,C31 Drug use, 3 , 1.2 , 1.2 
2025,September,Whittlesea,Whittlesea,C Drug offences,C30 Drug use and possession,C32 Drug possession, 683 , 261.9 , 261.9 
2025,September,Whittlesea,Whittlesea,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences, 128 , 49.1 , 49.1 
2025,September,Whittlesea,Whittlesea,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences, 265 , 101.6 , 101.6 
2025,September,Whittlesea,Whittlesea,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences, 4 , 1.5 , 1.5 
2025,September,Whittlesea,Whittlesea,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray, 23 , 8.8 , 8.8 
2025,September,Whittlesea,Whittlesea,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct, 24 , 9.2 , 9.2 
2025,September,Whittlesea,Whittlesea,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language, 4 , 1.5 , 1.5 
2025,September,Whittlesea,Whittlesea,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent, 65 , 24.9 , 24.9 
2025,September,Whittlesea,Whittlesea,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct, 4 , 1.5 , 1.5 
2025,September,Whittlesea,Whittlesea,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences, 6 , 2.3 , 2.3 
2025,September,Whittlesea,Whittlesea,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes, 3 , 1.2 , 1.2 
2025,September,Whittlesea,Whittlesea,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space, 114 , 43.7 , 43.7 
2025,September,Whittlesea,Whittlesea,D Public order and security offences,D40 Public security offences,D43 Hacking, 3 , 1.2 , 1.2 
2025,September,Whittlesea,Whittlesea,E Justice procedures offences,E10 Justice procedures,E11 Escape custody, 2 , 0.8 , 0.8 
2025,September,Whittlesea,Whittlesea,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer, 290 , 111.2 , 111.2 
2025,September,Whittlesea,Whittlesea,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury, 11 , 4.2 , 4.2 
2025,September,Whittlesea,Whittlesea,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences, 8 , 3.1 , 3.1 
2025,September,Whittlesea,Whittlesea,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences, 83 , 31.8 , 31.8 
2025,September,Whittlesea,Whittlesea,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order," 2,221 ", 851.8 , 851.8 
2025,September,Whittlesea,Whittlesea,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order, 95 , 36.4 , 36.4 
2025,September,Whittlesea,Whittlesea,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions, 75 , 28.8 , 28.8 
2025,September,Whittlesea,Whittlesea,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders, 14 , 5.4 , 5.4 
2025,September,Whittlesea,Whittlesea,F Other offences,F20 Transport regulation offences,F21 Public transport, 5 , 1.9 , 1.9 
2025,September,Whittlesea,Whittlesea,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences, 5 , 1.9 , 1.9 
2025,September,Whittlesea,Whittlesea,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences, 2 , 0.8 , 0.8 
2025,September,Whittlesea,Whittlesea,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences, 12 , 4.6 , 4.6 
2025,September,Whittlesea,Whittlesea,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences, 2 , 0.8 , 0.8 
2025,September,Whittlesea,Whittlesea,F Other offences,F90 Miscellaneous offences,F91 Environmental offences, 2 , 0.8 , 0.8 
2025,September,Whittlesea,Whittlesea,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences, 2 , 0.8 , 0.8 
2025,September,Whittlesea,Whittlesea,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals, 2 , 0.8 , 0.8 
2025,September,Wodonga,Indigo,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences, 2 , 2.9 , 11.2 
2025,September,Wodonga,Indigo,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault, 13 , 18.6 , 72.6 
2025,September,Wodonga,Indigo,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault, 9 , 12.9 , 50.3 
2025,September,Wodonga,Indigo,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer", 1 , 1.4 , 5.6 
2025,September,Wodonga,Indigo,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault, 25 , 35.8 , 139.7 
2025,September,Wodonga,Indigo,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault, 15 , 21.5 , 83.8 
2025,September,Wodonga,Indigo,A Crimes against the person,A30 Sexual offences,A30 Sexual offences, 26 , 37.3 , 145.3 
2025,September,Wodonga,Indigo,A Crimes against the person,A40 Abduction and related offences,A41 Abduction, 1 , 1.4 , 5.6 
2025,September,Wodonga,Indigo,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking, 5 , 7.2 , 27.9 
2025,September,Wodonga,Indigo,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance, 1 , 1.4 , 5.6 
2025,September,Wodonga,Indigo,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance, 1 , 1.4 , 5.6 
2025,September,Wodonga,Indigo,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour, 2 , 2.9 , 11.2 
2025,September,Wodonga,Indigo,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour, 5 , 7.2 , 27.9 
2025,September,Wodonga,Indigo,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving, 5 , 7.2 , 27.9 
2025,September,Wodonga,Indigo,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people, 7 , 10.0 , 39.1 
2025,September,Wodonga,Indigo,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people, 6 , 8.6 , 33.5 
2025,September,Wodonga,Indigo,B Property and deception offences,B10 Arson,B11 Cause damage by fire, 8 , 11.5 , 44.7 
2025,September,Wodonga,Indigo,B Property and deception offences,B10 Arson,B19 Other fire related offences, 10 , 14.3 , 55.9 
2025,September,Wodonga,Indigo,B Property and deception offences,B20 Property damage,B21 Criminal damage, 67 , 96.0 , 374.3 
2025,September,Wodonga,Indigo,B Property and deception offences,B20 Property damage,B22 Graffiti, 9 , 12.9 , 50.3 
2025,September,Wodonga,Indigo,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary, 4 , 5.7 , 22.3 
2025,September,Wodonga,Indigo,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary, 23 , 33.0 , 128.5 
2025,September,Wodonga,Indigo,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary, 23 , 33.0 , 128.5 
2025,September,Wodonga,Indigo,B Property and deception offences,B40 Theft,B41 Motor vehicle theft, 24 , 34.4 , 134.1 
2025,September,Wodonga,Indigo,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle, 72 , 103.2 , 402.3 
2025,September,Wodonga,Indigo,B Property and deception offences,B40 Theft,B43 Steal from a retail store, 11 , 15.8 , 61.5 
2025,September,Wodonga,Indigo,B Property and deception offences,B40 Theft,B44 Theft of a bicycle, 6 , 8.6 , 33.5 
2025,September,Wodonga,Indigo,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods, 9 , 12.9 , 50.3 
2025,September,Wodonga,Indigo,B Property and deception offences,B40 Theft,B49 Other theft, 81 , 116.1 , 452.6 
2025,September,Wodonga,Indigo,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting, 4 , 5.7 , 22.3 
2025,September,Wodonga,Indigo,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception, 15 , 21.5 , 83.8 
2025,September,Wodonga,Indigo,B Property and deception offences,B50 Deception,B55 Deceptive business practices, 1 , 1.4 , 5.6 
2025,September,Wodonga,Indigo,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking, 3 , 4.3 , 16.8 
2025,September,Wodonga,Indigo,C Drug offences,C30 Drug use and possession,C32 Drug possession, 23 , 33.0 , 128.5 
2025,September,Wodonga,Indigo,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences, 8 , 11.5 , 44.7 
2025,September,Wodonga,Indigo,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences, 3 , 4.3 , 16.8 
2025,September,Wodonga,Indigo,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences, 1 , 1.4 , 5.6 
2025,September,Wodonga,Indigo,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct, 8 , 11.5 , 44.7 
2025,September,Wodonga,Indigo,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language, 5 , 7.2 , 27.9 
2025,September,Wodonga,Indigo,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent, 1 , 1.4 , 5.6 
2025,September,Wodonga,Indigo,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space, 4 , 5.7 , 22.3 
2025,September,Wodonga,Indigo,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer, 12 , 17.2 , 67.0 
2025,September,Wodonga,Indigo,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order, 84 , 120.4 , 469.3 
2025,September,Wodonga,Indigo,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order, 10 , 14.3 , 55.9 
2025,September,Wodonga,Indigo,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions, 1 , 1.4 , 5.6 
2025,September,Wodonga,Indigo,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences, 1 , 1.4 , 5.6 
2025,September,Wodonga,Towong,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault, 3 , 4.3 , 48.0 
2025,September,Wodonga,Towong,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault, 5 , 7.2 , 80.0 
2025,September,Wodonga,Towong,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault, 10 , 14.3 , 159.9 
2025,September,Wodonga,Towong,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault, 6 , 8.6 , 96.0 
2025,September,Wodonga,Towong,A Crimes against the person,A30 Sexual offences,A30 Sexual offences, 11 , 15.8 , 175.9 
2025,September,Wodonga,Towong,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment, 1 , 1.4 , 16.0 
2025,September,Wodonga,Towong,A Crimes against the person,A50 Robbery,A51 Aggravated robbery, 2 , 2.9 , 32.0 
2025,September,Wodonga,Towong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking, 2 , 2.9 , 32.0 
2025,September,Wodonga,Towong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking, 2 , 2.9 , 32.0 
2025,September,Wodonga,Towong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance, 2 , 2.9 , 32.0 
2025,September,Wodonga,Towong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour, 1 , 1.4 , 16.0 
2025,September,Wodonga,Towong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour, 1 , 1.4 , 16.0 
2025,September,Wodonga,Towong,B Property and deception offences,B10 Arson,B11 Cause damage by fire, 1 , 1.4 , 16.0 
2025,September,Wodonga,Towong,B Property and deception offences,B20 Property damage,B21 Criminal damage, 29 , 41.6 , 463.8 
2025,September,Wodonga,Towong,B Property and deception offences,B20 Property damage,B29 Other property damage offences, 1 , 1.4 , 16.0 
2025,September,Wodonga,Towong,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary, 2 , 2.9 , 32.0 
2025,September,Wodonga,Towong,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary, 6 , 8.6 , 96.0 
2025,September,Wodonga,Towong,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary, 14 , 20.1 , 223.9 
2025,September,Wodonga,Towong,B Property and deception offences,B40 Theft,B41 Motor vehicle theft, 10 , 14.3 , 159.9 
2025,September,Wodonga,Towong,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle, 18 , 25.8 , 287.9 
2025,September,Wodonga,Towong,B Property and deception offences,B40 Theft,B43 Steal from a retail store, 1 , 1.4 , 16.0 
2025,September,Wodonga,Towong,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods, 1 , 1.4 , 16.0 
2025,September,Wodonga,Towong,B Property and deception offences,B40 Theft,B49 Other theft, 11 , 15.8 , 175.9 
2025,September,Wodonga,Towong,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception, 4 , 5.7 , 64.0 
2025,September,Wodonga,Towong,C Drug offences,C30 Drug use and possession,C32 Drug possession, 3 , 4.3 , 48.0 
2025,September,Wodonga,Towong,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences, 22 , 31.5 , 351.9 
2025,September,Wodonga,Towong,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences, 1 , 1.4 , 16.0 
2025,September,Wodonga,Towong,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct, 1 , 1.4 , 16.0 
2025,September,Wodonga,Towong,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space, 8 , 11.5 , 128.0 
2025,September,Wodonga,Towong,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer, 2 , 2.9 , 32.0 
2025,September,Wodonga,Towong,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order, 11 , 15.8 , 175.9 
2025,September,Wodonga,Towong,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order, 20 , 28.7 , 319.9 
2025,September,Wodonga,Wodonga,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault, 112 , 160.5 , 245.4 
2025,September,Wodonga,Wodonga,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault, 55 , 78.8 , 120.5 
2025,September,Wodonga,Wodonga,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer", 27 , 38.7 , 59.2 
2025,September,Wodonga,Wodonga,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault, 127 , 182.0 , 278.3 
2025,September,Wodonga,Wodonga,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault, 114 , 163.3 , 249.8 
2025,September,Wodonga,Wodonga,A Crimes against the person,A30 Sexual offences,A30 Sexual offences, 144 , 206.3 , 315.5 
2025,September,Wodonga,Wodonga,A Crimes against the person,A40 Abduction and related offences,A41 Abduction, 2 , 2.9 , 4.4 
2025,September,Wodonga,Wodonga,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment, 2 , 2.9 , 4.4 
2025,September,Wodonga,Wodonga,A Crimes against the person,A50 Robbery,A51 Aggravated robbery, 12 , 17.2 , 26.3 
2025,September,Wodonga,Wodonga,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion, 2 , 2.9 , 4.4 
2025,September,Wodonga,Wodonga,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking, 10 , 14.3 , 21.9 
2025,September,Wodonga,Wodonga,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance, 22 , 31.5 , 48.2 
2025,September,Wodonga,Wodonga,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance, 8 , 11.5 , 17.5 
2025,September,Wodonga,Wodonga,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour, 33 , 47.3 , 72.3 
2025,September,Wodonga,Wodonga,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour, 24 , 34.4 , 52.6 
2025,September,Wodonga,Wodonga,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving, 26 , 37.3 , 57.0 
2025,September,Wodonga,Wodonga,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people, 1 , 1.4 , 2.2 
2025,September,Wodonga,Wodonga,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people, 14 , 20.1 , 30.7 
2025,September,Wodonga,Wodonga,B Property and deception offences,B10 Arson,B11 Cause damage by fire, 53 , 75.9 , 116.1 
2025,September,Wodonga,Wodonga,B Property and deception offences,B10 Arson,B19 Other fire related offences, 6 , 8.6 , 13.1 
2025,September,Wodonga,Wodonga,B Property and deception offences,B20 Property damage,B21 Criminal damage, 363 , 520.1 , 795.4 
2025,September,Wodonga,Wodonga,B Property and deception offences,B20 Property damage,B22 Graffiti, 22 , 31.5 , 48.2 
2025,September,Wodonga,Wodonga,B Property and deception offences,B20 Property damage,B29 Other property damage offences, 2 , 2.9 , 4.4 
2025,September,Wodonga,Wodonga,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary, 74 , 106.0 , 162.1 
2025,September,Wodonga,Wodonga,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary, 158 , 226.4 , 346.2 
2025,September,Wodonga,Wodonga,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary, 101 , 144.7 , 221.3 
2025,September,Wodonga,Wodonga,B Property and deception offences,B40 Theft,B41 Motor vehicle theft, 174 , 249.3 , 381.3 
2025,September,Wodonga,Wodonga,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle, 409 , 586.0 , 896.2 
2025,September,Wodonga,Wodonga,B Property and deception offences,B40 Theft,B43 Steal from a retail store, 230 , 329.6 , 504.0 
2025,September,Wodonga,Wodonga,B Property and deception offences,B40 Theft,B44 Theft of a bicycle, 55 , 78.8 , 120.5 
2025,September,Wodonga,Wodonga,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods, 155 , 222.1 , 339.6 
2025,September,Wodonga,Wodonga,B Property and deception offences,B40 Theft,B49 Other theft, 350 , 501.5 , 766.9 
2025,September,Wodonga,Wodonga,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting, 23 , 33.0 , 50.4 
2025,September,Wodonga,Wodonga,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception, 103 , 147.6 , 225.7 
2025,September,Wodonga,Wodonga,B Property and deception offences,B50 Deception,B54 State false information, 3 , 4.3 , 6.6 
