Year,Year ending,Police Service Area,Local Government Area,Offence Division,Offence Subdivision,Offence Subgroup,Offence Count,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2025,September,Ballarat,Ballarat,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences, 5 , 3.8 , 4.0 
2025,September,Ballarat,Ballarat,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault, 257 , 194.9 , 207.6 
2025,September,Ballarat,Ballarat,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault, 172 , 130.5 , 138.9 
2025,September,Ballarat,Ballarat,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer", 91 , 69.0 , 73.5 
2025,September,Ballarat,Ballarat,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault, 349 , 264.7 , 281.9 
2025,September,Ballarat,Ballarat,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault, 331 , 251.0 , 267.3 
2025,September,Ballarat,Ballarat,A Crimes against the person,A30 Sexual offences,A30 Sexual offences, 293 , 222.2 , 236.6 
2025,September,Ballarat,Ballarat,A Crimes against the person,A40 Abduction and related offences,A41 Abduction, 6 , 4.6 , 4.8 
2025,September,Ballarat,Ballarat,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment, 12 , 9.1 , 9.7 
2025,September,Ballarat,Ballarat,A Crimes against the person,A50 Robbery,A51 Aggravated robbery, 53 , 40.2 , 42.8 
2025,September,Ballarat,Ballarat,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery, 3 , 2.3 , 2.4 
2025,September,Ballarat,Ballarat,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail, 8 , 6.1 , 6.5 
2025,September,Ballarat,Ballarat,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion, 3 , 2.3 , 2.4 
2025,September,Ballarat,Ballarat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking, 36 , 27.3 , 29.1 
2025,September,Ballarat,Ballarat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking, 16 , 12.1 , 12.9 
2025,September,Ballarat,Ballarat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance, 40 , 30.3 , 32.3 
2025,September,Ballarat,Ballarat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance, 24 , 18.2 , 19.4 
2025,September,Ballarat,Ballarat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour, 97 , 73.6 , 78.3 
2025,September,Ballarat,Ballarat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour, 62 , 47.0 , 50.1 
2025,September,Ballarat,Ballarat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving, 252 , 191.1 , 203.5 
2025,September,Ballarat,Ballarat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people, 28 , 21.2 , 22.6 
2025,September,Ballarat,Ballarat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people, 78 , 59.2 , 63.0 
2025,September,Ballarat,Ballarat,B Property and deception offences,B10 Arson,B11 Cause damage by fire, 119 , 90.3 , 96.1 
2025,September,Ballarat,Ballarat,B Property and deception offences,B10 Arson,B12 Cause a bushfire, 1 , 0.8 , 0.8 
2025,September,Ballarat,Ballarat,B Property and deception offences,B10 Arson,B19 Other fire related offences, 21 , 15.9 , 17.0 
2025,September,Ballarat,Ballarat,B Property and deception offences,B20 Property damage,B21 Criminal damage," 1,140 ", 864.6 , 920.7 
2025,September,Ballarat,Ballarat,B Property and deception offences,B20 Property damage,B22 Graffiti, 97 , 73.6 , 78.3 
2025,September,Ballarat,Ballarat,B Property and deception offences,B20 Property damage,B29 Other property damage offences, 6 , 4.6 , 4.8 
2025,September,Ballarat,Ballarat,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary, 157 , 119.1 , 126.8 
2025,September,Ballarat,Ballarat,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary, 3 , 2.3 , 2.4 
2025,September,Ballarat,Ballarat,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary, 1 , 0.8 , 0.8 
2025,September,Ballarat,Ballarat,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary, 463 , 351.2 , 373.9 
2025,September,Ballarat,Ballarat,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary, 351 , 266.2 , 283.5 
2025,September,Ballarat,Ballarat,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary, 2 , 1.5 , 1.6 
2025,September,Ballarat,Ballarat,B Property and deception offences,B40 Theft,B41 Motor vehicle theft, 764 , 579.4 , 617.0 
2025,September,Ballarat,Ballarat,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle," 1,743 "," 1,322.0 "," 1,407.7 "
2025,September,Ballarat,Ballarat,B Property and deception offences,B40 Theft,B43 Steal from a retail store, 994 , 753.9 , 802.8 
2025,September,Ballarat,Ballarat,B Property and deception offences,B40 Theft,B44 Theft of a bicycle, 61 , 46.3 , 49.3 
2025,September,Ballarat,Ballarat,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods, 406 , 307.9 , 327.9 
2025,September,Ballarat,Ballarat,B Property and deception offences,B40 Theft,B49 Other theft," 1,340 "," 1,016.3 "," 1,082.2 "
2025,September,Ballarat,Ballarat,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting, 83 , 63.0 , 67.0 
2025,September,Ballarat,Ballarat,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception, 393 , 298.1 , 317.4 
2025,September,Ballarat,Ballarat,B Property and deception offences,B50 Deception,B54 State false information, 6 , 4.6 , 4.8 
2025,September,Ballarat,Ballarat,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation, 4 , 3.0 , 3.2 
2025,September,Ballarat,Ballarat,B Property and deception offences,B50 Deception,B59 Other deception offences, 1 , 0.8 , 0.8 
2025,September,Ballarat,Ballarat,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing, 3 , 2.3 , 2.4 
2025,September,Ballarat,Ballarat,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking, 36 , 27.3 , 29.1 
2025,September,Ballarat,Ballarat,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs, 13 , 9.9 , 10.5 
2025,September,Ballarat,Ballarat,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor, 29 , 22.0 , 23.4 
2025,September,Ballarat,Ballarat,C Drug offences,C30 Drug use and possession,C31 Drug use, 2 , 1.5 , 1.6 
2025,September,Ballarat,Ballarat,C Drug offences,C30 Drug use and possession,C32 Drug possession, 457 , 346.6 , 369.1 
2025,September,Ballarat,Ballarat,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences, 197 , 149.4 , 159.1 
2025,September,Ballarat,Ballarat,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences, 263 , 199.5 , 212.4 
2025,September,Ballarat,Ballarat,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences, 5 , 3.8 , 4.0 
2025,September,Ballarat,Ballarat,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray, 34 , 25.8 , 27.5 
2025,September,Ballarat,Ballarat,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public, 1 , 0.8 , 0.8 
2025,September,Ballarat,Ballarat,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct, 34 , 25.8 , 27.5 
2025,September,Ballarat,Ballarat,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent, 25 , 19.0 , 20.2 
2025,September,Ballarat,Ballarat,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct, 4 , 3.0 , 3.2 
2025,September,Ballarat,Ballarat,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences, 8 , 6.1 , 6.5 
2025,September,Ballarat,Ballarat,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes, 16 , 12.1 , 12.9 
2025,September,Ballarat,Ballarat,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space, 67 , 50.8 , 54.1 
2025,September,Ballarat,Ballarat,D Public order and security offences,D40 Public security offences,D43 Hacking, 3 , 2.3 , 2.4 
2025,September,Ballarat,Ballarat,E Justice procedures offences,E10 Justice procedures,E11 Escape custody, 6 , 4.6 , 4.8 
2025,September,Ballarat,Ballarat,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer, 288 , 218.4 , 232.6 
2025,September,Ballarat,Ballarat,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury, 10 , 7.6 , 8.1 
2025,September,Ballarat,Ballarat,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences, 19 , 14.4 , 15.3 
2025,September,Ballarat,Ballarat,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences, 47 , 35.6 , 38.0 
2025,September,Ballarat,Ballarat,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order," 1,768 "," 1,340.9 "," 1,427.9 "
2025,September,Ballarat,Ballarat,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order, 127 , 96.3 , 102.6 
2025,September,Ballarat,Ballarat,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions, 465 , 352.7 , 375.5 
2025,September,Ballarat,Ballarat,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders, 49 , 37.2 , 39.6 
2025,September,Ballarat,Ballarat,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences, 20 , 15.2 , 16.2 
2025,September,Ballarat,Ballarat,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences, 3 , 2.3 , 2.4 
2025,September,Ballarat,Ballarat,F Other offences,F90 Miscellaneous offences,F91 Environmental offences, 1 , 0.8 , 0.8 
2025,September,Ballarat,Ballarat,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences, 2 , 1.5 , 1.6 
2025,September,Ballarat,Ballarat,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals, 3 , 2.3 , 2.4 
2025,September,Ballarat,Ballarat,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences, 1 , 0.8 , 0.8 
2025,September,Ballarat,Ballarat,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences, 1 , 0.8 , 0.8 
2025,September,Ballarat,Pyrenees,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault, 20 , 15.2 , 249.1 
2025,September,Ballarat,Pyrenees,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault, 9 , 6.8 , 112.1 
2025,September,Ballarat,Pyrenees,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer", 2 , 1.5 , 24.9 
2025,September,Ballarat,Pyrenees,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault, 17 , 12.9 , 211.7 
2025,September,Ballarat,Pyrenees,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault, 9 , 6.8 , 112.1 
2025,September,Ballarat,Pyrenees,A Crimes against the person,A30 Sexual offences,A30 Sexual offences, 10 , 7.6 , 124.5 
2025,September,Ballarat,Pyrenees,A Crimes against the person,A50 Robbery,A51 Aggravated robbery, 1 , 0.8 , 12.5 
2025,September,Ballarat,Pyrenees,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking, 1 , 0.8 , 12.5 
2025,September,Ballarat,Pyrenees,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour, 1 , 0.8 , 12.5 
2025,September,Ballarat,Pyrenees,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving, 5 , 3.8 , 62.3 
2025,September,Ballarat,Pyrenees,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people, 2 , 1.5 , 24.9 
2025,September,Ballarat,Pyrenees,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people, 3 , 2.3 , 37.4 
2025,September,Ballarat,Pyrenees,B Property and deception offences,B10 Arson,B11 Cause damage by fire, 5 , 3.8 , 62.3 
2025,September,Ballarat,Pyrenees,B Property and deception offences,B10 Arson,B19 Other fire related offences, 9 , 6.8 , 112.1 
2025,September,Ballarat,Pyrenees,B Property and deception offences,B20 Property damage,B21 Criminal damage, 44 , 33.4 , 548.0 
2025,September,Ballarat,Pyrenees,B Property and deception offences,B20 Property damage,B22 Graffiti, 1 , 0.8 , 12.5 
2025,September,Ballarat,Pyrenees,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary, 5 , 3.8 , 62.3 
2025,September,Ballarat,Pyrenees,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary, 27 , 20.5 , 336.3 
2025,September,Ballarat,Pyrenees,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary, 29 , 22.0 , 361.2 
2025,September,Ballarat,Pyrenees,B Property and deception offences,B40 Theft,B41 Motor vehicle theft, 39 , 29.6 , 485.7 
2025,September,Ballarat,Pyrenees,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle, 50 , 37.9 , 622.7 
2025,September,Ballarat,Pyrenees,B Property and deception offences,B40 Theft,B43 Steal from a retail store, 11 , 8.3 , 137.0 
2025,September,Ballarat,Pyrenees,B Property and deception offences,B40 Theft,B44 Theft of a bicycle, 1 , 0.8 , 12.5 
2025,September,Ballarat,Pyrenees,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods, 7 , 5.3 , 87.2 
2025,September,Ballarat,Pyrenees,B Property and deception offences,B40 Theft,B49 Other theft, 69 , 52.3 , 859.4 
2025,September,Ballarat,Pyrenees,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting, 3 , 2.3 , 37.4 
2025,September,Ballarat,Pyrenees,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception, 3 , 2.3 , 37.4 
2025,September,Ballarat,Pyrenees,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking, 2 , 1.5 , 24.9 
2025,September,Ballarat,Pyrenees,C Drug offences,C30 Drug use and possession,C32 Drug possession, 14 , 10.6 , 174.4 
2025,September,Ballarat,Pyrenees,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences, 13 , 9.9 , 161.9 
2025,September,Ballarat,Pyrenees,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences, 1 , 0.8 , 12.5 
2025,September,Ballarat,Pyrenees,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct, 2 , 1.5 , 24.9 
2025,September,Ballarat,Pyrenees,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language, 2 , 1.5 , 24.9 
2025,September,Ballarat,Pyrenees,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent, 1 , 0.8 , 12.5 
2025,September,Ballarat,Pyrenees,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space, 5 , 3.8 , 62.3 
2025,September,Ballarat,Pyrenees,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer, 12 , 9.1 , 149.5 
2025,September,Ballarat,Pyrenees,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury, 1 , 0.8 , 12.5 
2025,September,Ballarat,Pyrenees,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order, 42 , 31.9 , 523.1 
2025,September,Ballarat,Pyrenees,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order, 5 , 3.8 , 62.3 
2025,September,Ballarat,Pyrenees,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders, 6 , 4.6 , 74.7 
2025,September,Ballarat,Pyrenees,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences, 1 , 0.8 , 12.5 
2025,September,Ballarat,Pyrenees,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences, 2 , 1.5 , 24.9 
2025,September,Ballarat,Pyrenees,F Other offences,F90 Miscellaneous offences,F91 Environmental offences, 1 , 0.8 , 12.5 
2025,September,Ballarat,Pyrenees,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences, 1 , 0.8 , 12.5 
2025,September,Banyule-Nillumbik,Banyule,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences, 4 , 2.0 , 3.0 
2025,September,Banyule-Nillumbik,Banyule,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault, 131 , 66.5 , 98.5 
2025,September,Banyule-Nillumbik,Banyule,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault, 108 , 54.9 , 81.2 
2025,September,Banyule-Nillumbik,Banyule,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer", 80 , 40.6 , 60.2 
2025,September,Banyule-Nillumbik,Banyule,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault, 165 , 83.8 , 124.1 
2025,September,Banyule-Nillumbik,Banyule,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault, 207 , 105.2 , 155.7 
2025,September,Banyule-Nillumbik,Banyule,A Crimes against the person,A30 Sexual offences,A30 Sexual offences, 143 , 72.6 , 107.6 
2025,September,Banyule-Nillumbik,Banyule,A Crimes against the person,A40 Abduction and related offences,A41 Abduction, 2 , 1.0 , 1.5 
2025,September,Banyule-Nillumbik,Banyule,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment, 9 , 4.6 , 6.8 
2025,September,Banyule-Nillumbik,Banyule,A Crimes against the person,A50 Robbery,A51 Aggravated robbery, 64 , 32.5 , 48.1 
2025,September,Banyule-Nillumbik,Banyule,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery, 6 , 3.0 , 4.5 
2025,September,Banyule-Nillumbik,Banyule,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail, 8 , 4.1 , 6.0 
2025,September,Banyule-Nillumbik,Banyule,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion, 3 , 1.5 , 2.3 
2025,September,Banyule-Nillumbik,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking, 27 , 13.7 , 20.3 
2025,September,Banyule-Nillumbik,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking, 33 , 16.8 , 24.8 
2025,September,Banyule-Nillumbik,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance, 42 , 21.3 , 31.6 
2025,September,Banyule-Nillumbik,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance, 28 , 14.2 , 21.1 
2025,September,Banyule-Nillumbik,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour, 60 , 30.5 , 45.1 
2025,September,Banyule-Nillumbik,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour, 53 , 26.9 , 39.9 
2025,September,Banyule-Nillumbik,Banyule,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving, 19 , 9.7 , 14.3 
2025,September,Banyule-Nillumbik,Banyule,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people, 2 , 1.0 , 1.5 
2025,September,Banyule-Nillumbik,Banyule,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people, 41 , 20.8 , 30.8 
2025,September,Banyule-Nillumbik,Banyule,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people, 29 , 14.7 , 21.8 
2025,September,Banyule-Nillumbik,Banyule,B Property and deception offences,B10 Arson,B11 Cause damage by fire, 23 , 11.7 , 17.3 
2025,September,Banyule-Nillumbik,Banyule,B Property and deception offences,B10 Arson,B19 Other fire related offences, 10 , 5.1 , 7.5 
2025,September,Banyule-Nillumbik,Banyule,B Property and deception offences,B20 Property damage,B21 Criminal damage, 723 , 367.3 , 543.8 
2025,September,Banyule-Nillumbik,Banyule,B Property and deception offences,B20 Property damage,B22 Graffiti, 105 , 53.3 , 79.0 
2025,September,Banyule-Nillumbik,Banyule,B Property and deception offences,B20 Property damage,B29 Other property damage offences, 11 , 5.6 , 8.3 
2025,September,Banyule-Nillumbik,Banyule,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary, 173 , 87.9 , 130.1 
2025,September,Banyule-Nillumbik,Banyule,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary, 4 , 2.0 , 3.0 
2025,September,Banyule-Nillumbik,Banyule,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary, 494 , 250.9 , 371.6 
2025,September,Banyule-Nillumbik,Banyule,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary, 225 , 114.3 , 169.2 
2025,September,Banyule-Nillumbik,Banyule,B Property and deception offences,B40 Theft,B41 Motor vehicle theft, 517 , 262.6 , 388.9 
2025,September,Banyule-Nillumbik,Banyule,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle," 1,552 ", 788.4 ," 1,167.4 "
2025,September,Banyule-Nillumbik,Banyule,B Property and deception offences,B40 Theft,B43 Steal from a retail store, 709 , 360.2 , 533.3 
2025,September,Banyule-Nillumbik,Banyule,B Property and deception offences,B40 Theft,B44 Theft of a bicycle, 63 , 32.0 , 47.4 
2025,September,Banyule-Nillumbik,Banyule,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods, 578 , 293.6 , 434.8 
2025,September,Banyule-Nillumbik,Banyule,B Property and deception offences,B40 Theft,B49 Other theft, 714 , 362.7 , 537.1 
2025,September,Banyule-Nillumbik,Banyule,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting, 66 , 33.5 , 49.6 
2025,September,Banyule-Nillumbik,Banyule,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument, 3 , 1.5 , 2.3 
2025,September,Banyule-Nillumbik,Banyule,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception, 424 , 215.4 , 318.9 
2025,September,Banyule-Nillumbik,Banyule,B Property and deception offences,B50 Deception,B54 State false information, 11 , 5.6 , 8.3 
2025,September,Banyule-Nillumbik,Banyule,B Property and deception offences,B50 Deception,B55 Deceptive business practices, 1 , 0.5 , 0.8 
2025,September,Banyule-Nillumbik,Banyule,B Property and deception offences,B50 Deception,B59 Other deception offences, 34 , 17.3 , 25.6 
2025,September,Banyule-Nillumbik,Banyule,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing, 1 , 0.5 , 0.8 
2025,September,Banyule-Nillumbik,Banyule,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking, 49 , 24.9 , 36.9 
2025,September,Banyule-Nillumbik,Banyule,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs, 9 , 4.6 , 6.8 
2025,September,Banyule-Nillumbik,Banyule,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor, 49 , 24.9 , 36.9 
2025,September,Banyule-Nillumbik,Banyule,C Drug offences,C30 Drug use and possession,C31 Drug use, 1 , 0.5 , 0.8 
2025,September,Banyule-Nillumbik,Banyule,C Drug offences,C30 Drug use and possession,C32 Drug possession, 474 , 240.8 , 356.5 
2025,September,Banyule-Nillumbik,Banyule,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences, 43 , 21.8 , 32.3 
2025,September,Banyule-Nillumbik,Banyule,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences, 191 , 97.0 , 143.7 
2025,September,Banyule-Nillumbik,Banyule,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences, 3 , 1.5 , 2.3 
2025,September,Banyule-Nillumbik,Banyule,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray, 13 , 6.6 , 9.8 
2025,September,Banyule-Nillumbik,Banyule,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct, 26 , 13.2 , 19.6 
2025,September,Banyule-Nillumbik,Banyule,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language, 1 , 0.5 , 0.8 
2025,September,Banyule-Nillumbik,Banyule,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent, 40 , 20.3 , 30.1 
2025,September,Banyule-Nillumbik,Banyule,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct, 1 , 0.5 , 0.8 
2025,September,Banyule-Nillumbik,Banyule,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences, 7 , 3.6 , 5.3 
2025,September,Banyule-Nillumbik,Banyule,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes, 5 , 2.5 , 3.8 
2025,September,Banyule-Nillumbik,Banyule,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space, 76 , 38.6 , 57.2 
2025,September,Banyule-Nillumbik,Banyule,D Public order and security offences,D40 Public security offences,D43 Hacking, 2 , 1.0 , 1.5 
2025,September,Banyule-Nillumbik,Banyule,E Justice procedures offences,E10 Justice procedures,E11 Escape custody, 3 , 1.5 , 2.3 
2025,September,Banyule-Nillumbik,Banyule,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer, 176 , 89.4 , 132.4 
2025,September,Banyule-Nillumbik,Banyule,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury, 10 , 5.1 , 7.5 
2025,September,Banyule-Nillumbik,Banyule,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences, 15 , 7.6 , 11.3 
2025,September,Banyule-Nillumbik,Banyule,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences, 14 , 7.1 , 10.5 
2025,September,Banyule-Nillumbik,Banyule,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order, 891 , 452.6 , 670.2 
2025,September,Banyule-Nillumbik,Banyule,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order, 104 , 52.8 , 78.2 
2025,September,Banyule-Nillumbik,Banyule,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions, 942 , 478.5 , 708.6 
2025,September,Banyule-Nillumbik,Banyule,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders, 59 , 30.0 , 44.4 
2025,September,Banyule-Nillumbik,Banyule,F Other offences,F20 Transport regulation offences,F21 Public transport, 1 , 0.5 , 0.8 
2025,September,Banyule-Nillumbik,Banyule,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences, 2 , 1.0 , 1.5 
2025,September,Banyule-Nillumbik,Banyule,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences, 1 , 0.5 , 0.8 
2025,September,Banyule-Nillumbik,Banyule,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences, 2 , 1.0 , 1.5 
2025,September,Banyule-Nillumbik,Banyule,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals, 3 , 1.5 , 2.3 
2025,September,Banyule-Nillumbik,Banyule,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences, 4 , 2.0 , 3.0 
2025,September,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault, 30 , 15.2 , 46.9 
